Country Name,Country Code,Series Name,Series Code,2023 [YR2023],2022 [YR2022],2021 [YR2021],2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015]
Equatorial Guinea,GNQ,Population growth (annual %),SP.POP.GROW,2.41057232825781,2.5130374213272,2.43551071649529,2.73390823188935,3.271454421427,3.39945242088076,3.53129362583944,3.66421838047825,3.79160484192286
Equatorial Guinea,GNQ,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,4840,4570,4820,4790,5130,5450,5260,6660,8720
Equatorial Guinea,GNQ,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.081,4.17,4.266,4.346,4.429,4.513,4.599,4.686,4.774
Equatorial Guinea,GNQ,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.15267682110319,6.07193614567664,6.00366485040042,5.9411982175014,5.87510132569272,5.80213592438531,5.72408101351285,5.65128280826856,5.59589274990285
Equatorial Guinea,GNQ,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,52.997,53.337,51.475,50.726,53.802,53.802,53.753,53.655,53.507
Eritrea,ERI,Population growth (annual %),SP.POP.GROW,1.77168715176453,1.75351368458045,1.77411588481268,1.56406078076077,1.47474580694345,1.33731409848117,0.817496698225399,0.614809318134095,0.334574415524454
Eritrea,ERI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.713,3.786,3.867,3.933,3.997,4.056,4.112,4.164,4.217
Eritrea,ERI,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.26055124848922,7.26151094939234,7.3061434616031,7.37034324431731,7.40353352761818,7.40749048032313,7.39735642693904,7.34617789023289,7.28784390667722
Eritrea,ERI,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,72.385,72.354,71.975,71.404,72.364,72.512,72.728,72.749,72.902
Estonia,EST,Population growth (annual %),SP.POP.GROW,1.57745133607335,1.33655151148286,0.105996956310127,0.197559185177642,0.371554389037477,0.348039137980543,0.121070631466687,0.0291122255540077,0.0655525295417938
Estonia,EST,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,27580,27650,26340,23580,23490,21600,19140,18640,18900
Estonia,EST,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.31,1.41,1.61,1.58,1.66,1.67,1.59,1.6,1.58
Estonia,EST,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,33.1351197606175,32.6751321608146,32.3398081919745,31.8807083520298,31.2502367379406,30.7618163433052,30.2962037159544,29.6709664149502,29.0163718090505
Estonia,EST,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,61.049,60.138,57.777,57.133,57.34,57.281,57.006,56.295,55.747
Eswatini,SWZ,Population growth (annual %),SP.POP.GROW,0.946270731993531,1.01620740015869,1.15567266949473,1.0836305772053,0.931970814127083,0.922518621738631,0.752960394981198,0.584038792817515,0.57162769864017
Eswatini,SWZ,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,3750,3650,3590,3420,3680,3440,3260,3310,3540
Eswatini,SWZ,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.753,2.801,2.841,2.888,2.925,2.971,3.018,3.068,3.122
Eswatini,SWZ,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.66875767793199,6.47227791384755,6.34848889252514,6.30675995256557,6.21354481732866,6.06743724663863,5.91601363300032,5.77743580546532,5.67744993066648
Eswatini,SWZ,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,44.886,44.965,45.479,45.103,45.988,46.306,46.629,46.964,46.858
Ethiopia,ETH,Population growth (annual %),SP.POP.GROW,2.6036241976442,2.62269500936104,2.67249538803955,2.71077284780816,2.69123978261516,2.69675179524869,2.72524097063889,2.70788250761242,2.68480186138776
Ethiopia,ETH,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,1010,930,860,820,770,710,650,580
Ethiopia,ETH,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.989,4.082,4.177,4.274,4.347,4.371,4.401,4.473,4.529
Ethiopia,ETH,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.51886869123526,5.46515340367129,5.44251443212072,5.43384894019026,5.41556721801467,5.39612955081909,5.38842935107786,5.39478565290047,5.41394890276207
Ethiopia,ETH,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,57.378,57.495,57.555,59.234,61.915,63.977,66.034,68.087,70.141
Faroe Islands,FRO,Population growth (annual %),SP.POP.GROW,0.944952863175211,1.16011447339288,1.39415889675704,1.48335414361408,1.55078067228514,1.61306573375997,1.43714086820087,1.14472860867869,0.971968732398671
Faroe Islands,FRO,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,72200,72360,70030,64200,66010,62910,57920,57410,57670
Faroe Islands,FRO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.8586,2.0713,2.325,2.3498,2.4341,2.5118,2.4926,2.6393,2.4278
Faroe Islands,FRO,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,28.536787319612,28.8034341978866,28.9812218022192,28.7281379395587,28.3736373887984,28.2115708787888,28.0324059131108,27.6736745886654,27.2322752892317
Faroe Islands,FRO,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,..,..,..,..,..,..,..,..,..
Fiji,FJI,Population growth (annual %),SP.POP.GROW,0.51237740019889,0.295294727557318,0.190863715994045,0.00699506301854314,-0.24900685817593,-0.172010114641272,-0.0442890767199793,0.0639915048086223,0.108160342715375
Fiji,FJI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,5680,5440,4520,4680,5620,5690,5120,5010,4820
Fiji,FJI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.281,2.305,2.332,2.357,2.385,2.419,2.461,2.518,2.567
Fiji,FJI,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.5712928160197,9.39534026407474,9.26366503588546,9.11176129114888,8.87910380323419,8.62841113831558,8.3880463172703,8.17093555135173,7.99316346698432
Fiji,FJI,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,38.593,38.59,38.31,38.078,38.531,38.509,38.503,38.51,40.016
Finland,FIN,Population growth (annual %),SP.POP.GROW,0.499192375381062,0.271944526506117,0.207288594407348,0.143641197212847,0.110191690491055,0.132641040791912,0.234670531705453,0.287421401687637,0.329383885818507
Finland,FIN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,53120,54120,52810,49630,49590,47900,44520,45160,46860
Finland,FIN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.26,1.32,1.46,1.37,1.35,1.41,1.49,1.57,1.65
Finland,FIN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,38.3460525556987,37.7394987249251,37.0920910316799,36.3638702840905,35.5470495181139,34.6872492375658,33.7493447906474,32.8167500146524,31.8584462878774
Finland,FIN,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,57.489,57.267,55.927,55.175,55.678,55.688,55.028,54.982,55.407
France,FRA,Population growth (annual %),SP.POP.GROW,0.326319200823468,0.326992498564887,0.356902332389048,0.324557781035362,0.332559129027963,0.358494581816163,0.29020211635109,0.263868788565368,0.355569240058298
France,FRA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,45440,45910,44300,39690,42720,40960,38120,39020,41130
France,FRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.66,1.79,1.84,1.83,1.86,1.87,1.89,1.92,1.96
France,FRA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,35.3839758623752,34.708428013942,34.1156814854036,33.5646318689425,32.9295024945655,32.2283943292714,31.5247668711496,30.7903475113013,29.9691649530843
France,FRA,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,51.826,51.871,51.59,50.05,50.615,50.813,50.626,50.83,50.956
French Polynesia,PYF,Population growth (annual %),SP.POP.GROW,0.263581727538977,0.209222276724143,0.208586464560115,0.0626967129843171,-0.279503231980126,-0.0971598677616479,0.325069797127642,0.471058812613167,0.53369255935478
French Polynesia,PYF,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,25270,24700,23710,22740,24530,23710,22220,22170,23060
French Polynesia,PYF,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.501,1.515,1.532,1.57,1.567,1.645,1.669,1.763,1.872
French Polynesia,PYF,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,15.4230586261401,14.6341713699333,13.891074799282,13.2491121728956,12.6459636311052,12.0154718073884,11.434007060397,10.9961534051225,10.6730097719528
French Polynesia,PYF,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,46.295,46.829,47.493,47.6,48.456,48.707,48.935,48.918,48.948
Gabon,GAB,Population growth (annual %),SP.POP.GROW,2.19891289669511,2.24763901253797,2.30612435799096,2.38922359813697,2.47279132038176,2.53688289832205,2.65889572463952,2.86485541015556,3.11465625322556
Gabon,GAB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,7750,7480,6520,6730,6870,6540,6230,6770,7610
Gabon,GAB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.647,3.712,3.776,3.831,3.884,3.908,3.913,3.921,3.921
Gabon,GAB,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.81636780735452,6.77417718810335,6.75103085454287,6.74634061887587,6.7406838286423,6.72972336408421,6.72754219354919,6.73664557950953,6.76228646181738
Gabon,GAB,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,41.863,41.888,39.793,39.09,41.897,41.835,41.697,41.516,41.311
"Gambia, The",GMB,Population growth (annual %),SP.POP.GROW,2.30124049704572,2.31992109797091,2.36774778418782,2.3686612920428,2.35622071960344,2.42294300881827,2.52588138504562,2.62819405087404,2.73428839872651
"Gambia, The",GMB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,870,830,760,720,720,680,620,590,590
"Gambia, The",GMB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.006,4.078,4.165,4.248,4.33,4.42,4.614,4.809,5.003
"Gambia, The",GMB,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.29008620803186,5.16715181339982,5.0784189728844,5.01222608351189,4.94905526129721,4.89437800294652,4.85996594988421,4.84680920351803,4.85721777149833
"Gambia, The",GMB,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,45.242,45.12,45.06,45.004,45.073,44.955,44.807,44.741,44.773
Georgia,GEO,Population growth (annual %),SP.POP.GROW,0.0802640328443946,0.104889950638883,-0.379636607027231,0.0686562494680967,-0.171565740223868,-0.0390365463489613,0.0133860746662629,0.0598165991047394,0.157481405176007
Georgia,GEO,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,6710,5690,4760,4330,4780,4580,4130,4180,4500
Georgia,GEO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.81,1.82,1.98,1.976,2.021,2.093,2.136,2.228,2.214
Georgia,GEO,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,24.0682771447832,23.6784143762677,23.4795849621647,23.2210059521166,22.8003267728678,22.3579229767586,21.9792150306713,21.6407790349877,21.2865526375759
Georgia,GEO,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,55.037,54.925,52.927,55.206,54.716,55.742,56.859,58.054,59.114
Germany,DEU,Population growth (annual %),SP.POP.GROW,0.123957150064395,0.720875455989295,0.0423270572552137,0.0816931586494595,0.22551987421288,0.300526701992065,0.373724559895838,0.807218538573871,0.865702643950251
Germany,DEU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,54960,54730,52750,48510,50310,48730,44700,45360,46590
Germany,DEU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.39,1.455,1.58,1.53,1.54,1.57,1.57,1.6,1.5
Germany,DEU,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,36.0064221197744,35.2968943623634,34.5810372816215,33.9237851682177,33.4240838892073,33.0059176113602,32.6342617227857,32.2482094758743,32.0268681402872
Germany,DEU,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,55.848,55.595,55.019,55.113,55.709,55.211,55.138,54.808,54.441
Ghana,GHA,Population growth (annual %),SP.POP.GROW,1.90860289687983,1.92029034344132,1.95904584379494,1.99181985149439,2.00780519953703,2.07517136640112,2.19535792776401,2.27621203911157,2.30712733064921
Ghana,GHA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2280,2400,2300,2250,2170,2060,1830,1760,1880
Ghana,GHA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.397,3.434,3.492,3.541,3.593,3.65,3.715,3.873,3.982
Ghana,GHA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.03399332576016,5.94481810092698,5.88199702828208,5.84874371888525,5.82321219444882,5.79995537431681,5.78864414161553,5.78625641256034,5.78760034025104
Ghana,GHA,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,61.815,61.819,62.257,62.249,63.345,63.764,64.184,64.609,65.05
Gibraltar,GIB,Population growth (annual %),SP.POP.GROW,2.26613272520816,2.01706920456894,1.87597072209458,1.89493160765265,1.81957598739227,1.76273395885819,1.72897993589869,1.39117589725216,1.1514231987378
Gibraltar,GIB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.888,1.895,1.899,1.907,1.912,1.921,1.93,1.94,2.074
Gibraltar,GIB,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,26.9865488857659,26.8180322474498,26.8226104485134,27.0086129322535,27.1144169765916,27.2354096019989,27.3008085763605,27.2374619008035,26.858423608517
Gibraltar,GIB,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,..,..,..,..,..,..,..,..,..
Greece,GRC,Population growth (annual %),SP.POP.GROW,-0.300290930163656,-1.25988945727074,-1.21680248998544,-0.214592106571664,-0.105339392724138,-0.202880238259165,-0.197783224759792,-0.415913028277122,-0.658861360878339
Greece,GRC,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,22320,22040,20350,18030,19770,19060,17890,18500,19920
Greece,GRC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.32,1.32,1.43,1.39,1.34,1.35,1.35,1.38,1.33
Greece,GRC,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,37.3159509951963,36.9148929690617,36.1728657951338,35.3006788331396,34.8041078249776,34.3558336019507,33.8784511452943,33.3505055933744,32.713766269677
Greece,GRC,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,44.673,44.413,43.26,42.721,43.512,43.386,43.829,44.09,44.028
Greenland,GRL,Population growth (annual %),SP.POP.GROW,0.359389425458904,0.0141200557976914,0.506106194434674,0.252238303411568,0.359917714454119,-0.265609140509557,-0.0249203440297217,0.128227978389047,-0.322038549275343
Greenland,GRL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.769,1.818,1.82,2.019,2.08,2,2.09,2,2.01
Greenland,GRL,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,14.6483032509356,13.7580489783501,13.1278222042834,12.5832996768982,12.1620600166293,11.8349455864571,11.5230360455206,11.1811811811812,10.841804797436
Greenland,GRL,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,..,..,..,..,..,..,..,..,..
Grenada,GRD,Population growth (annual %),SP.POP.GROW,0.143593450145476,0.192636221230939,0.297817230024271,0.309914935427349,0.250354079448358,0.218925449466702,0.26716646126376,0.39511639438688,0.475508745345535
Grenada,GRD,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,10110,10010,8890,8390,9400,9220,8400,8000,7410
Grenada,GRD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.487,1.502,1.517,1.532,1.542,1.53,1.438,1.616,1.715
Grenada,GRD,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,17.3840169112037,16.8790646968159,16.4626944437464,16.1286658926859,15.8126861415626,15.5192368839428,15.2760751864338,15.0648917615677,14.8998502916731
Grenada,GRD,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,..,..,..,..,..,..,..,..,..
Guam,GUM,Population growth (annual %),SP.POP.GROW,0.799555642468131,0.881705873116992,0.964756108149453,0.216072141009173,-0.536848682318792,-0.49728924043186,-0.453432485979039,-0.408339926567039,-0.351704858120325
Guam,GUM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..
Guam,GUM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.781,2.819,2.856,2.895,2.938,2.995,3.088,3.171,2.933
Guam,GUM,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,19.5862376948916,18.6644018442126,17.7991861786328,16.9895924520961,16.1657189277011,15.3431119769285,14.5526474809276,13.7958115183246,13.0682713794286
Guam,GUM,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,56.425,56.413,55.383,54.859,56.351,56.273,56.29,56.265,56.261
Guatemala,GTM,Population growth (annual %),SP.POP.GROW,1.53986971917384,1.40623710213146,1.3807587059317,1.47137710546514,1.52062955252943,1.66602273310221,1.81876091504989,1.84256060230578,1.83250767864618
Guatemala,GTM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,5470,5220,4800,4360,4490,4270,3980,3760,3610
Guatemala,GTM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.311,2.343,2.388,2.47,2.593,2.743,2.857,2.973,3.029
Guatemala,GTM,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.50028033277051,7.38937008507723,7.36332329868898,7.37243018693789,7.30418232637222,7.19927671735663,7.10841874270917,7.03884381892451,6.98548628804058
Guatemala,GTM,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,40.412,40.503,37.727,36.358,37.107,38.408,38.655,39.525,38.437
Guinea,GIN,Population growth (annual %),SP.POP.GROW,2.46199049961035,2.48250409145397,2.50610419423246,2.55139953603925,2.56100451729991,2.54385572881799,2.55652318226129,2.56690869267138,2.53151277572433
Guinea,GIN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1340,1280,1120,1030,970,860,800,760,740
Guinea,GIN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.217,4.303,4.399,4.489,4.576,4.669,4.793,4.915,5.002
Guinea,GIN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.22073409031956,6.23835010065047,6.27302730401048,6.33023283431756,6.38550878881132,6.43144541996446,6.48053808971291,6.53433801679997,6.59554215531617
Guinea,GIN,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,42.094,42.142,42.015,41.854,42.271,43.497,44.725,45.954,47.185
Guinea-Bissau,GNB,Population growth (annual %),SP.POP.GROW,2.24529187264064,2.24235388639993,2.23903878745423,2.28895000835492,2.34095994762157,2.37405997248475,2.4363257519627,2.51155296505032,2.57045957815277
Guinea-Bissau,GNB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,970,950,900,850,850,750,710,670,670
Guinea-Bissau,GNB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.836,3.911,3.998,4.075,4.153,4.241,4.347,4.519,4.661
Guinea-Bissau,GNB,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.45440769662306,5.40214053187011,5.36295807389029,5.34897863453589,5.31838647098745,5.26246546507039,5.21063342807562,5.1653648951096,5.13236446410758
Guinea-Bissau,GNB,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,56.485,56.413,56.341,55.943,56.485,56.399,56.32,56.254,56.2
Guyana,GUY,Population growth (annual %),SP.POP.GROW,0.57233513230005,0.751934221097092,0.985982406099209,-0.0227843180487706,2.0146740033225,2.95873919098606,0.643724559372237,0.626279284065059,0.601716278706478
Guyana,GUY,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,17770,9780,7810,8090,6380,6100,5870,5610,5530
Guyana,GUY,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.412,2.437,2.462,2.491,2.521,2.553,2.593,2.634,2.667
Guyana,GUY,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,10.093214827661,9.66602070236801,9.43159752532773,9.29944250937947,8.92855440727629,8.76995652936704,8.74145181157881,8.48312322082147,8.24699450868708
Guyana,GUY,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,40.327,40.413,40.119,40.028,40.483,43.269,42.614,42.039,41.475
Haiti,HTI,Population growth (annual %),SP.POP.GROW,1.15633263604117,1.12789828650149,1.15604339382525,1.24109993204209,1.29423660619831,1.32790959369268,1.36160662434986,1.39862723308259,1.43574035756707
Haiti,HTI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1760,1620,1450,1340,1410,1430,1370,1380,1430
Haiti,HTI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.656,2.699,2.748,2.804,2.862,2.924,2.985,3.054,3.11
Haiti,HTI,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.23739166630643,7.14773153494362,7.09055074217339,7.04236612292162,6.97061311602081,6.8854705280465,6.80609696527204,6.73587996352583,6.67667434244184
Haiti,HTI,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,60.128,60.545,61.946,61.392,61.979,62.224,62.114,61.916,61.787
Honduras,HND,Population growth (annual %),SP.POP.GROW,1.71477388415816,1.67679658023776,1.66825063176954,1.75456432541029,1.81063773761993,1.82994643094924,1.85007611234979,1.87756675968273,1.90365241356179
Honduras,HND,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2880,2700,2440,2120,2330,2280,2210,2090,2030
Honduras,HND,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.5,2.522,2.548,2.577,2.611,2.645,2.663,2.704,2.746
Honduras,HND,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.63367111360935,6.46523862674347,6.34510330728118,6.25783704337683,6.12853458543412,5.97566395454571,5.8274546905361,5.6854761546768,5.55042544062616
Honduras,HND,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,39.675,48.541,49.651,47.552,47.112,50.369,45.759,45.913,46.551
"Hong Kong SAR, China",HKG,Population growth (annual %),SP.POP.GROW,2.55352466697343,-0.907914524343304,-0.91177674914823,-0.358932661902885,0.739283471323064,0.800230596967774,0.768513877614955,0.619366345332479,0.851197911086988
"Hong Kong SAR, China",HKG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,54910,54000,54380,48550,50480,50050,46380,42970,41180
"Hong Kong SAR, China",HKG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,0.751,0.701,0.772,0.883,1.064,1.08,1.128,1.205,1.196
"Hong Kong SAR, China",HKG,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,31.9932342251397,30.2384291836748,28.5630138763059,26.9326403824183,25.4413059333564,24.144043429983,23.0546376854958,22.0591303759373,21.050020851249
"Hong Kong SAR, China",HKG,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,52.412,52.79,53.718,53.728,54.51,54.747,54.645,54.28,54.212
Hungary,HUN,Population growth (annual %),SP.POP.GROW,-0.134269181500181,-0.268850150860009,-0.409163639262836,-0.252049642963059,-0.125143121699401,-0.203687269785053,-0.338685889370073,-0.388598014975531,-0.35946625276649
Hungary,HUN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,19860,19240,18070,16330,16840,15180,13310,13230,13310
Hungary,HUN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.51,1.56,1.61,1.59,1.55,1.55,1.54,1.53,1.45
Hungary,HUN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,32.1801263965165,31.7812568439725,31.3779824517705,30.7423992607338,29.77020722,28.8419976794288,28.1620133651853,27.4991992586725,26.7683139588547
Hungary,HUN,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,53.938,53.117,52.304,51.377,51.412,51.583,51.053,50.83,49.898
Iceland,ISL,Population growth (annual %),SP.POP.GROW,2.92687965279829,2.51377343254216,1.6393166402584,1.6230862512591,2.19893225826166,2.67814276922904,2.34558267643862,1.38808149583838,1.04194038662969
Iceland,ISL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,80760,73620,66940,65870,75160,72600,62450,58720,52790
Iceland,ISL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.59,1.589,1.82,1.72,1.74,1.71,1.71,1.74,1.8
Iceland,ISL,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,23.0468824560131,22.7194546449249,22.3564503499439,21.8330197169271,21.3971787497354,21.1709299261262,21.1116323318588,21.0323876610713,20.6860455017119
Iceland,ISL,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,70.368,70.57,69.148,69.293,71.381,71.531,72.526,72.936,72.718
India,IND,Population growth (annual %),SP.POP.GROW,0.883289539766135,0.790200540609834,0.822648220128724,0.973438646910149,1.04001395098104,1.09729906702925,1.1623961434697,1.19162966402099,1.19285563384335
India,IND,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2580,2390,2170,1900,2070,1970,1790,1670,1580
India,IND,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.975,1.994,2.014,2.047,2.12,2.184,2.193,2.284,2.289
India,IND,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,10.1760245971185,9.87859325809253,9.69042628572764,9.54352404153678,9.2965077293909,9.03074254846896,8.78174521944322,8.5515603801864,8.33495531190129
India,IND,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,31.243,29.479,27.724,25.998,26.549,26.581,26.592,26.59,26.597
Indonesia,IDN,Population growth (annual %),SP.POP.GROW,0.842666137328498,0.746050469653246,0.704601321926319,0.849801187379341,0.935604959235128,0.969743409524713,1.02232939771064,1.0744882002252,1.12233981761262
